row_id,raw_label,raw_timestamp,source_file,ingest_ts,batch_id
1,-1,19/07/2008 11:55:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
2,-1,19/07/2008 12:32:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
3,1,19/07/2008 13:17:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
4,-1,19/07/2008 14:43:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
5,-1,19/07/2008 15:22:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
6,-1,19/07/2008 17:53:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
7,-1,19/07/2008 19:44:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
8,-1,19/07/2008 19:45:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
9,-1,19/07/2008 20:24:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
10,-1,19/07/2008 21:35:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
11,1,19/07/2008 21:57:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
12,1,19/07/2008 22:52:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
13,-1,20/07/2008 03:35:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
14,-1,21/07/2008 08:21:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
15,1,21/07/2008 11:53:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
16,-1,22/07/2008 00:03:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
17,-1,22/07/2008 02:59:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
18,-1,22/07/2008 08:41:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
19,-1,22/07/2008 11:47:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
20,-1,22/07/2008 14:00:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
21,-1,22/07/2008 15:30:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
22,-1,23/07/2008 05:15:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
23,-1,23/07/2008 19:22:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
24,1,25/07/2008 15:23:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
25,-1,27/07/2008 04:18:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
26,-1,27/07/2008 09:37:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
27,-1,27/07/2008 11:10:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
28,-1,27/07/2008 15:46:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
29,-1,27/07/2008 16:06:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
30,-1,27/07/2008 16:49:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
31,-1,27/07/2008 20:24:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
32,-1,27/07/2008 22:28:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
33,-1,27/07/2008 22:28:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
34,-1,27/07/2008 23:14:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
35,-1,28/07/2008 03:31:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
36,-1,28/07/2008 03:48:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
37,-1,28/07/2008 04:37:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
38,-1,28/07/2008 05:36:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
39,1,28/07/2008 06:45:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
40,-1,28/07/2008 08:36:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
41,1,28/07/2008 15:11:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
42,-1,28/07/2008 23:57:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
43,-1,29/07/2008 04:08:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
44,-1,29/07/2008 05:16:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
45,-1,29/07/2008 06:19:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
46,1,29/07/2008 08:23:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
47,-1,29/07/2008 11:47:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
48,-1,29/07/2008 15:41:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
49,1,29/07/2008 15:49:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
50,1,29/07/2008 17:05:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
51,1,29/07/2008 18:08:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
52,-1,29/07/2008 21:07:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
53,-1,29/07/2008 23:14:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
54,-1,29/07/2008 23:19:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
55,-1,30/07/2008 06:30:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
56,-1,30/07/2008 07:08:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
57,-1,30/07/2008 12:02:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
58,1,30/07/2008 12:29:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
59,1,30/07/2008 21:16:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
60,-1,31/07/2008 13:57:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
61,-1,31/07/2008 15:36:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
62,-1,31/07/2008 17:07:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
63,1,31/07/2008 20:18:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
64,-1,01/08/2008 02:02:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
65,1,01/08/2008 05:52:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
66,-1,01/08/2008 10:20:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
67,-1,01/08/2008 10:26:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
68,-1,01/08/2008 11:28:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
69,-1,01/08/2008 12:29:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
70,-1,01/08/2008 14:07:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
71,-1,01/08/2008 15:10:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
72,-1,02/08/2008 03:39:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
73,-1,03/08/2008 13:09:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
74,-1,03/08/2008 14:06:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
75,-1,03/08/2008 14:25:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
76,-1,03/08/2008 15:03:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
77,-1,03/08/2008 15:27:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
78,-1,03/08/2008 16:00:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
79,-1,03/08/2008 17:00:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
80,-1,03/08/2008 17:58:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
81,-1,03/08/2008 20:23:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
82,-1,03/08/2008 22:52:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
83,1,04/08/2008 00:39:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
84,-1,04/08/2008 03:45:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
85,-1,04/08/2008 03:49:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
86,-1,04/08/2008 13:19:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
87,-1,04/08/2008 14:04:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
88,-1,04/08/2008 14:31:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
89,-1,04/08/2008 15:29:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
90,-1,04/08/2008 16:15:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
91,-1,04/08/2008 16:31:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
92,-1,04/08/2008 17:11:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
93,-1,04/08/2008 17:46:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
94,-1,04/08/2008 18:24:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
95,-1,04/08/2008 19:58:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
96,-1,04/08/2008 20:32:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
97,1,04/08/2008 20:58:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
98,-1,04/08/2008 21:43:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
99,-1,04/08/2008 22:51:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
100,-1,04/08/2008 23:33:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
101,-1,05/08/2008 00:04:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
102,-1,05/08/2008 01:12:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
103,-1,05/08/2008 02:15:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
104,-1,05/08/2008 02:36:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
105,-1,05/08/2008 02:45:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
106,-1,05/08/2008 03:17:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
107,-1,05/08/2008 03:36:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
108,-1,05/08/2008 03:54:00,secom_labels.data,2026-04-06 00:52:00.819769+00:00,20260406005200
